_id,rsn,year_registered,year_evaluated,year_built,property_type,ward,wardname,site_address,confirmed_storeys,confirmed_units,evaluation_completed_on,score,results_of_score,no_of_areas_evaluated,entrance_lobby,entrance_doors_windows,security,stairwells,laundry_rooms,internal_guards_handrails,garbage_chute_rooms,garbage_bin_storage_area,elevators,storage_areas_lockers,interior_wall_ceiling_floor,interior_lighting_levels,graffiti,exterior_cladding,exterior_grounds,exterior_walkways,balcony_guards,water_pen_ext_bldg_elements,parking_area,other_facilities,grid,latitude,longitude,x,y
5910,4156200,2017,2019,1987,SOCIAL HOUSING,6,York Centre,625 FINCH AVE W,14,123,2019-11-07,70,Evaluation needs to be conducted in 2 years,18,4,3,5,3,3,3,3,4,3,,3,3,5,4,4,4,3,4,2,,N0624,,,308349.302,4847683.871
5911,4154450,2019,2019,1958,PRIVATE,6,York Centre,2 DORADO CRT,4,87,2019-11-07,53,Evaluation needs to be conducted in 1 year,16,3,3,3,2,2,3,,3,2,,2,2,4,3,2,3,,3,2,,N0627,43.73844164,-79.48615087,305900.09,4844053.338
5912,4154827,2017,2019,1968,PRIVATE,17,Don Valley North,175 SHAUGHNESSY BLVD,18,139,2019-11-07,94,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,5,5,5,5,4,4,5,5,4,5,4,5,5,4,5,N1727,43.78086463,-79.35390324,316544.328,4848776.57
5913,4154839,2017,2019,1970,PRIVATE,17,Don Valley North,640 SHEPPARD AVE E,19,128,2019-11-07,91,Evaluation needs to be conducted in 3 years,19,5,5,5,3,5,5,3,4,5,4,5,5,5,5,4,5,5,5,3,,N1725,43.76846925,-79.38276491,314222.811,4847396.752
5914,4263115,2017,2019,1970,PRIVATE,17,Don Valley North,644 SHEPPARD AVE E,18,128,2019-11-07,87,Evaluation needs to be conducted in 3 years,20,5,4,5,3,5,5,4,5,4,3,3,5,5,4,4,5,5,5,3,5,N1725,43.7696653,-79.38311954,314194.076,4847529.585
5915,4154457,2017,2019,1968,PRIVATE,6,York Centre,1450 SHEPPARD AVE W,7,181,2019-11-07,69,Evaluation needs to be conducted in 2 years,19,4,4,3,3,4,4,3,3,3,3,3,3,5,4,3,4,4,3,3,,N0625,43.74483965,-79.48975794,305609.483,4844764.076
5916,4154604,2017,2019,1966,PRIVATE,6,York Centre,4190 BATHURST ST,9,80,2019-11-07,81,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,N0629,43.74857512,-79.43730279,309833.975,4845180.913
5917,4154607,2017,2019,1983,SOCIAL HOUSING,6,York Centre,4266 BATHURST ST,9,130,2019-11-07,76,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,4,4,4,3,4,3,3,5,3,4,4,4,3,3,4,N0629,43.75187435,-79.43803092,309775.071,4845547.394
5918,4154609,2017,2019,1969,PRIVATE,6,York Centre,4350 BATHURST ST,6,35,2019-11-07,80,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,,N0629,43.75410751,-79.43851777,309735.42,4845796.416
5919,4154693,2017,2019,1960,PRIVATE,6,York Centre,4383 BATHURST ST,13,142,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,3,3,,N0630,43.75446148,-79.43727796,309835.23,4845835.814
5920,4154697,2017,2019,1962,PRIVATE,6,York Centre,4415 BATHURST ST,14,167,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,5,4,5,5,4,5,4,4,3,3,4,4,5,3,4,4,3,4,4,,N0624,43.75676777,-79.4380041,309776.827,4846091.036
5921,4154653,2017,2019,1965,PRIVATE,6,York Centre,4750 BATHURST ST,3,64,2019-11-07,83,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,,3,5,4,4,4,5,4,4,4,5,4,4,,N0624,43.76793194,-79.44200728,309453.606,4847331.095
5922,4154648,2017,2019,1963,PRIVATE,6,York Centre,4866 BATHURST ST,10,81,2019-11-07,79,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,4,3,4,4,,4,4,5,4,4,4,4,4,3,,N0624,43.77160152,-79.4431816,309358.789,4847738.71
5923,4156621,2017,2019,1962,PRIVATE,6,York Centre,4900 BATHURST ST,6,60,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,,N0624,43.77230934,-79.44307224,309367.539,4847817.353
5924,4155182,2017,2019,1970,PRIVATE,5,York South-Weston,797 JANE ST,12,93,2019-11-07,81,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,4,,4,5,,3,3,5,4,4,5,5,4,3,,W0539,43.6740732,-79.49440792,305235.286,4836902.29
5925,4156232,2017,2019,1969,TCHC,5,York South-Weston,101 HUMBER BLVD,14,246,2019-11-07,54,Evaluation needs to be conducted in 1 year,18,2,2,3,2,4,3,2,3,4,,2,2,2,3,3,3,3,3,3,,W0539,43.67979397,-79.48201569,306234.164,4837538.915
5926,4154595,2017,2019,1960,PRIVATE,6,York Centre,3884 BATHURST ST,4,28,2019-11-07,69,Evaluation needs to be conducted in 2 years,17,4,3,4,3,4,3,,4,,4,4,3,4,2,4,2,5,2,4,,N0629,43.74225786,-79.43578638,309956.619,4844479.168
5927,4154686,2017,2019,1960,PRIVATE,6,York Centre,3905 BATHURST ST,5,50,2019-11-07,63,Evaluation needs to be conducted in 1 year,19,5,2,3,3,3,3,3,3,4,3,3,4,4,3,3,2,5,2,2,,N0630,43.74320728,-79.4350944,310012.274,4844584.687
5928,4154831,2017,2019,1968,PRIVATE,17,Don Valley North,2775 DON MILLS RD,14,170,2019-11-07,91,Evaluation needs to be conducted in 3 years,18,5,4,5,5,4,5,5,4,4,,4,4,5,5,4,5,5,5,4,,N1727,43.77975792,-79.3477938,317036.328,4848654.491
5929,4155838,2017,2019,1960,PRIVATE,17,Don Valley North,2960 DON MILLS RD W,16,171,2019-11-07,88,Evaluation needs to be conducted in 3 years,18,5,4,5,5,4,4,4,4,5,,5,4,5,4,4,4,4,4,5,,N1727,43.78132931,-79.35268326,316667.205,4848830.497
5930,4155839,2017,2019,1970,PRIVATE,17,Don Valley North,2980 DON MILLS RD W,16,168,2019-11-07,93,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,4,5,5,5,,5,5,5,5,4,4,5,4,4,,N1727,43.78227098,-79.35292418,316646.953,4848936.864
5931,4228864,2017,2019,1964,PRIVATE,17,Don Valley North,2911 BAYVIEW AVE,3,304,2019-11-07,84,Evaluation needs to be conducted in 2 years,19,4,4,5,3,5,5,5,4,5,,3,5,5,4,3,3,3,5,4,5,N1725,43.7705466,-79.38633275,313935.534,4847626.159
5932,4154818,2017,2019,1969,PRIVATE,17,Don Valley North,12 DEERFORD RD,12,137,2019-11-07,94,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,N1727,43.78612799,-79.35066942,316803.339,4849362.734
5933,4154836,2017,2019,1959,PRIVATE,17,Don Valley North,11 DERVOCK CRES,4,77,2019-11-07,87,Evaluation needs to be conducted in 3 years,19,4,5,5,5,4,5,4,4,5,4,5,5,5,4,4,4,3,4,4,,N1729,43.76608884,-79.38041322,314412.519,4847132.58
5934,4154624,2017,2019,1979,PRIVATE,6,York Centre,300 ANTIBES DR,21,372,2019-11-07,82,Evaluation needs to be conducted in 2 years,19,4,4,5,3,5,4,4,4,5,,4,4,5,4,4,3,4,3,4,5,N0622,43.78129352,-79.45003079,308806.743,4848815.09
5935,4154840,2017,2019,1970,PRIVATE,17,Don Valley North,22 ELKHORN DR,5,223,2019-11-07,92,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,4,4,5,4,3,5,5,4,4,4,5,5,5,5,N1725,43.77090548,-79.38191887,314290.803,4847666.555
5936,4155081,2017,2019,1996,SOCIAL HOUSING,5,York South-Weston,1500 KEELE ST,11,132,2019-11-07,76,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,3,2,4,,3,4,5,4,4,4,,3,4,,W0536,43.67967224,-79.4718687,307133.338,4837529.733
5937,4154620,2017,2019,1994,SOCIAL HOUSING,6,York Centre,15 TORRESDALE AVE,7,61,2019-11-07,63,Evaluation needs to be conducted in 1 year,18,3,3,5,3,3,3,3,3,3,,3,3,4,3,3,3,3,3,3,,N0622,43.77348063,-79.45110374,308720.91,4847947.07
5938,4154625,2017,2019,1978,PRIVATE,6,York Centre,120 TORRESDALE AVE,16,246,2019-11-07,85,Evaluation needs to be conducted in 2 years,19,5,4,5,4,5,4,4,4,5,,4,4,5,4,4,3,4,4,4,5,N0622,43.77776508,-79.45420798,308470.731,4848422.903
5939,4154444,2017,2019,1963,PRIVATE,6,York Centre,3250 KEELE ST,4,59,2019-11-07,75,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,4,,4,,,3,4,4,4,4,4,4,5,2,,N0627,43.74191805,-79.4861319,305901.567,4844439.544
5940,4154461,2017,2019,1967,PRIVATE,6,York Centre,3444 KEELE ST,9,61,2019-11-07,76,Evaluation needs to be conducted in 2 years,18,3,4,5,4,4,4,4,4,3,,3,4,5,3,4,3,4,3,4,,N0625,43.75021349,-79.48822666,305732.756,4845361.107
5941,4167691,2017,2019,1960,PRIVATE,6,York Centre,2956 KEELE ST,3,11,2019-11-07,74,Evaluation needs to be conducted in 2 years,16,3,4,4,4,4,4,,4,,4,3,4,4,3,4,3,,3,4,,N0627,43.73551383,-79.48459313,306025.356,4843729.057
5942,4155086,2017,2019,1955,PRIVATE,5,York South-Weston,1720 KEELE ST,4,47,2019-11-07,70,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,3,,3,,,3,3,5,3,3,4,4,3,4,,W0536,43.6852027,-79.47361707,306911.453,4838139.002
5943,4154837,2017,2019,1959,PRIVATE,17,Don Valley North,71 TALARA DR,3,29,2019-11-07,67,Evaluation needs to be conducted in 2 years,17,3,4,3,2,3,4,,4,3,,3,3,5,3,3,3,4,4,3,,N1729,43.76562659,-79.37941856,314492.675,4847081.343
5944,4156122,2017,2019,1970,PRIVATE,17,Don Valley North,75 TALARA DR,4,66,2019-11-07,80,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,4,4,4,4,3,4,5,5,3,4,4,3,4,4,4,N1729,43.76575278,-79.38007025,314469.09,4847077.914
5945,4154616,2017,2019,1993,TCHC,6,York Centre,750 WILSON HEIGHTS BLVD,4,79,2019-11-07,69,Evaluation needs to be conducted in 2 years,18,4,3,5,3,4,3,3,3,3,,3,3,5,3,3,3,,4,4,3,N0624,43.75990252,-79.46438207,307652.61,4846438.066
5946,4156131,2017,2019,1966,PRIVATE,17,Don Valley North,24 LEITH HILL RD,16,224,2019-11-07,93,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,4,4,4,N1727,43.77717962,-79.34992381,316922.679,4848356.009
5947,4154826,2017,2019,1965,PRIVATE,17,Don Valley North,34 LEITH HILL RD,11,231,2019-11-07,92,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,4,5,4,4,4,5,5,5,4,5,4,5,4,5,5,N1727,43.77773409,-79.34898142,316941.141,4848429.475
5948,4152948,2017,2019,1994,SOCIAL HOUSING,5,York South-Weston,17 MC CORMACK ST,4,61,2019-11-07,81,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,5,3,3,4,,3,4,5,4,4,4,,5,5,,W0540,43.67633284,-79.4723721,307012.089,4837153.622
5949,4154632,2017,2019,1964,PRIVATE,6,York Centre,12 ROCKFORD RD,13,128,2019-11-07,83,Evaluation needs to be conducted in 2 years,19,4,4,5,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,3,,N0622,43.78607674,-79.4477355,308991.179,4849346.616
5950,4154626,2017,2019,1965,PRIVATE,6,York Centre,15 ROCKFORD RD,12,117,2019-11-07,71,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,4,4,3,4,,4,4,5,2,3,3,4,3,3,,N0622,43.78496608,-79.44783628,308983.144,4849223.218
5951,4154699,2017,2019,1959,PRIVATE,6,York Centre,35 CANYON AVE,21,237,2019-11-07,82,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,3,N0624,43.75799771,-79.43691778,309864.198,4846227.739
5952,4156206,2017,2019,1971,TCHC,17,Don Valley North,2 BRAHMS AVE,12,164,2019-11-07,78,Evaluation needs to be conducted in 2 years,18,5,3,3,5,3,5,5,5,3,,3,3,5,3,3,5,5,3,3,,N1722,43.79230805,-79.35878168,316167.619,4850056.03
5953,4154652,2017,2019,1965,PRIVATE,6,York Centre,34 CARSCADDEN DR,6,69,2019-11-07,85,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,3,,N0624,43.76575482,-79.44370966,309316.71,4847089.125
5954,4154628,2017,2019,1965,PRIVATE,6,York Centre,18 CEDARCROFT BLVD,12,117,2019-11-07,72,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,4,4,4,4,,3,4,5,3,3,3,4,3,3,,N0622,43.78394797,-79.44747541,309012.262,4849110.129
5955,4156512,2017,2019,1964,PRIVATE,6,York Centre,32 BROOKWELL DR,4,38,2019-11-07,73,Evaluation needs to be conducted in 2 years,17,3,4,3,3,4,4,,4,5,,3,4,4,4,4,3,3,4,3,,N0625,43.74457213,-79.49398087,305269.367,4844734.321
5956,4155684,2017,2019,1964,PRIVATE,6,York Centre,34 BROOKWELL DR,4,44,2019-11-07,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,4,,3,5,,3,3,4,3,3,3,3,4,3,,N0625,43.74470073,-79.49456286,305222.492,4844748.606
5957,4156484,2017,2019,1965,PRIVATE,6,York Centre,35 BROOKWELL DR,4,76,2019-11-07,69,Evaluation needs to be conducted in 2 years,18,3,3,3,4,3,4,3,3,5,,4,4,5,3,3,3,3,3,3,,N0625,43.74341215,-79.49453969,305224.364,4844605.449
5958,4155677,2017,2019,1965,PRIVATE,6,York Centre,39 BROOKWELL DR,4,57,2019-11-07,70,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,4,3,3,5,,3,4,5,3,4,3,3,4,3,,N0625,43.74383408,-79.49453412,305224.811,4844652.324
5959,4154829,2017,2019,1966,PRIVATE,17,Don Valley North,30 ESTERBROOKE AVE,15,163,2019-11-07,89,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,4,,5,5,,5,5,5,4,4,4,5,4,3,5,N1727,43.77931881,-79.34985465,316870.531,4848605.407
5960,4154825,2017,2019,1965,PRIVATE,17,Don Valley North,35 ESTERBROOKE AVE,16,218,2019-11-07,90,Evaluation needs to be conducted in 3 years,20,5,4,5,4,4,5,4,5,4,4,5,5,5,4,4,5,5,4,4,5,N1727,43.77845166,-79.3501563,316846.419,4848509.027
5961,4154833,2017,2019,1970,PRIVATE,17,Don Valley North,30 GODSTONE RD,15,174,2019-11-07,97,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,N1727,43.78142358,-79.34735748,317071.105,4848839.609
5962,4154698,2017,2019,1962,PRIVATE,6,York Centre,15 CANYON AVE,21,117,2019-11-07,90,Evaluation needs to be conducted in 3 years,20,4,4,5,5,4,4,4,5,5,4,5,5,5,4,5,5,4,4,4,5,N0624,43.75715457,-79.43622486,,
5963,4154819,2017,2019,1968,PRIVATE,17,Don Valley North,225 VAN HORNE AVE,13,153,2019-11-07,83,Evaluation needs to be conducted in 2 years,18,5,3,5,5,5,5,4,5,5,,4,5,5,3,3,4,3,3,3,,N1727,43.78697383,-79.35194067,316701.121,4849455.572
5964,4154820,2017,2019,1969,PRIVATE,17,Don Valley North,335 VAN HORNE AVE,14,125,2019-11-07,86,Evaluation needs to be conducted in 3 years,20,5,3,5,5,5,5,5,5,5,5,3,5,5,3,3,4,3,3,5,4,N1727,43.78732482,-79.35096042,316779.945,4849494.702
5965,4154643,2017,2019,1964,PRIVATE,6,York Centre,3 GOLDFINCH CRT,15,172,2019-11-07,84,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,N0624,43.77104386,-79.44922929,308871.972,4847676.448
5966,4154847,2017,2019,1979,TCHC,17,Don Valley North,1700 FINCH AVE E,18,275,2019-11-07,92,Evaluation needs to be conducted in 3 years,18,5,3,5,5,5,3,5,5,5,,3,4,5,5,5,5,5,5,5,,N1722,43.79388391,-79.35129154,316751.736,4850224.274
5967,4154617,2017,2019,1959,PRIVATE,6,York Centre,81 GARTHDALE CRT,3,10,2019-11-07,73,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,,3,,3,4,4,5,4,4,4,3,4,4,,N0624,43.76489673,-79.46447961,307644.521,4846992.893
5968,4156414,2017,2019,1983,SOCIAL HOUSING,6,York Centre,623 FINCH AVE W,12,141,2019-11-07,73,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,3,3,4,4,,4,4,5,4,4,4,3,3,2,,N0624,43.77091689,-79.45390216,308484.808,4847722.837
5969,4154596,2017,2019,1960,PRIVATE,6,York Centre,3880 BATHURST ST,4,58,2019-11-07,73,Evaluation needs to be conducted in 2 years,18,2,3,5,3,4,3,,5,3,4,4,4,5,3,4,2,5,3,4,,N0629,43.74181542,-79.43567005,309966.025,4844430.022
5970,4155742,2017,2019,2008,PRIVATE,5,York South-Weston,333 SIDNEY BELSEY CRES,12,264,2019-11-06,77,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,5,3,3,4,3,4,3,4,4,4,4,,5,4,4,W0531,43.69132611,-79.50858748,304091.899,4838820.039
5971,4155127,2017,2019,1992,SOCIAL HOUSING,5,York South-Weston,200 DORA SPENCER RD,9,125,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,5,4,4,4,,4,4,5,5,4,5,,5,4,4,W0531,43.69176061,-79.50507107,304375.636,4838867.321
5972,4154715,2017,2019,1996,SOCIAL HOUSING,18,Willowdale,33 DREWRY AVE,6,81,2019-11-06,89,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,5,4,3,5,,4,5,5,5,4,3,5,5,4,5,N1822,43.78632826,-79.41887979,311313.334,4849377.413
5973,4154713,2017,2019,1959,PRIVATE,18,Willowdale,4979 BATHURST ST,6,92,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,5,3,5,5,4,5,5,5,5,,4,4,5,4,5,5,5,3,4,,N1822,43.77524625,-79.4428772,309383.017,4848143.646
5974,4154714,2017,2019,1959,PRIVATE,18,Willowdale,4981 BATHURST ST,6,96,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,5,3,5,5,4,5,5,5,5,,4,5,5,3,5,5,5,3,4,,N1822,43.77625072,-79.44313914,309361.856,4848255.225
5975,4154720,2017,2019,1971,PRIVATE,18,Willowdale,6151 BATHURST ST,12,67,2019-11-06,93,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,4,4,5,4,4,5,5,4,5,5,5,5,3,5,N1821,43.7880507,-79.4459917,309131.37,4849566.008
5976,4168721,2021,2019,1956,PRIVATE,5,York South-Weston,870 WESTON RD,3,11,2019-11-06,52,Evaluation needs to be conducted in 1 year,15,3,3,3,2,2,2,,2,,,2,2,3,3,3,3,,3,3,,W0535,43.68313771,-79.48055707,306351.965,4837909.457
5977,4155190,2021,2019,1956,PRIVATE,5,York South-Weston,872 WESTON RD,3,12,2019-11-06,55,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,2,,2,,,2,2,3,3,3,3,,4,3,,W0535,43.68318205,-79.48078227,306333.807,4837914.38
5978,4155120,2017,2019,1958,PRIVATE,5,York South-Weston,1197 WESTON RD,3,15,2019-11-06,66,Evaluation needs to be conducted in 2 years,16,3,4,3,3,3,2,,3,,3,3,3,5,4,4,3,,4,3,,W0531,43.68795688,-79.4913932,305478.007,4838445.673
5979,4155124,2017,2019,1995,SOCIAL HOUSING,5,York South-Weston,1296 WESTON RD,5,24,2019-11-06,65,Evaluation needs to be conducted in 1 year,19,3,3,4,3,2,4,1,3,3,,3,2,5,4,4,4,4,4,4,2,W0531,43.68906574,-79.49606228,305092.365,4838574.571
5980,4155126,2017,2019,1957,PRIVATE,5,York South-Weston,1306 WESTON RD,3,11,2019-11-06,47,Building Audit,14,2,2,1,2,,3,,1,,,2,1,5,3,3,2,,3,3,,W0531,43.68943097,-79.49695331,305030.032,4838608.475
5981,4154215,2017,2019,1964,PRIVATE,7,Humber River-Black Creek,1746 WILSON AVE,3,10,2019-11-06,69,Evaluation needs to be conducted in 2 years,16,4,2,3,3,3,4,,4,,,4,3,3,4,4,3,3,4,4,,W0734,43.71978132,-79.51530422,303551.384,4841980.352
5982,4154349,2017,2019,1960,PRIVATE,5,York South-Weston,2432 KEELE ST,3,12,2019-11-06,80,Evaluation needs to be conducted in 2 years,15,3,4,5,4,4,4,,3,,,4,4,5,4,4,4,,4,4,,W0526,43.71110567,-79.47890915,306484.133,4841016.599
5983,4154339,2018,2019,1967,PRIVATE,5,York South-Weston,2460 KEELE ST,8,57,2019-11-06,62,Evaluation needs to be conducted in 1 year,19,3,3,5,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3,2,,W0526,43.71254462,-79.4793859,306445.675,4841176.448
5984,4154338,2018,2019,1977,PRIVATE,5,York South-Weston,2500 KEELE ST,12,95,2019-11-06,66,Evaluation needs to be conducted in 2 years,19,3,3,5,3,3,3,4,4,4,4,3,3,5,3,3,3,2,3,2,,W0526,43.71311145,-79.4796418,306425.038,4841239.414
5985,4155198,2017,2019,1960,PRIVATE,5,York South-Weston,898 JANE ST,8,63,2019-11-06,81,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,4,4,,4,4,5,4,4,4,4,3,4,,W0534,43.67765389,-79.49672692,305048.27,4837300.091
5986,4154351,2017,2019,1950,PRIVATE,5,York South-Weston,2428 KEELE ST,3,10,2019-11-06,67,Evaluation needs to be conducted in 2 years,15,3,3,5,3,3,3,,3,,,3,3,5,4,3,3,,3,3,,W0526,43.71062728,-79.47886349,306486.658,4840982.713
5987,4154401,2017,2019,1950,PRIVATE,6,York Centre,2217 JANE ST,3,12,2019-11-06,75,Evaluation needs to be conducted in 2 years,15,3,4,5,3,4,3,,4,,,4,3,5,4,3,4,,4,3,,N0627,43.7233585,-79.50886551,304070.225,4842377.656
5988,4154310,2017,2019,1958,PRIVATE,5,York South-Weston,2567 KEELE ST,4,26,2019-11-06,81,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,5,,4,,4,4,4,5,3,4,4,3,4,4,,W0523,43.71738528,-79.4796573,306423.676,4841714.21
5989,4155199,2017,2019,1968,PRIVATE,5,York South-Weston,900 JANE ST,5,40,2019-11-06,74,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,3,4,,4,2,4,3,4,4,4,3,3,,W0534,43.67823304,-79.49693131,305031.787,4837364.433
5990,4155621,2017,2019,1967,TCHC,5,York South-Weston,1570 JANE ST,6,76,2019-11-06,53,Evaluation needs to be conducted in 1 year,19,2,3,2,2,2,3,2,2,3,,2,3,5,2,2,3,3,3,3,3,W0527,43.69908841,-79.50339681,304510.668,4839681.395
5991,4154331,2017,2019,1960,PRIVATE,5,York South-Weston,1795 JANE ST,10,105,2019-11-06,79,Evaluation needs to be conducted in 2 years,18,4,4,5,5,4,5,2,4,3,,3,4,5,4,4,4,4,3,4,,W0528,43.70668383,-79.5040014,304461.998,4840525.194
5992,4154763,2017,2019,1968,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2019-11-06,87,Evaluation needs to be conducted in 3 years,20,4,3,5,4,5,5,4,4,4,5,4,5,5,4,4,3,5,5,4,5,N1630,43.71503235,-79.33058483,318480.453,4841476.916
5993,4156323,2017,2019,1971,PRIVATE,17,Don Valley North,4001 BAYVIEW AVE,12,234,2019-11-06,95,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,5,5,4,5,N1721,43.80131679,-79.39228963,313197.147,4851099.932
5994,4155675,2017,2019,1971,PRIVATE,17,Don Valley North,4005 BAYVIEW AVE,12,235,2019-11-06,94,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,4,4,,N1721,43.80263758,-79.39404192,313187.202,4851155.247
5995,4154761,2017,2019,1960,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2019-11-06,92,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,4,4,4,5,,4,5,5,5,5,5,5,5,5,,N1630,43.7170467,-79.33008018,318476.117,4841691.34
5996,4155673,2017,2019,2013,PRIVATE,16,Don Valley East,5 DEAUVILLE LANE,7,62,2019-11-06,77,Evaluation needs to be conducted in 2 years,19,3,3,4,3,3,4,3,3,4,,3,4,5,5,4,5,4,5,4,4,N1630,43.71781206,-79.33053852,318400.363,4841821.642
5997,4155122,2017,2019,1983,TCHC,5,York South-Weston,30 DENARDA ST,15,255,2019-11-06,47,Building Audit,19,3,3,3,3,2,3,2,2,3,,2,3,3,1,2,2,2,2,2,2,W0531,43.68924906,-79.49250429,305388.692,4838588.272
5998,4155179,2017,2019,1960,PRIVATE,5,York South-Weston,230 WOOLNER AVE,9,130,2019-11-06,74,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,4,,4,5,,2,3,5,3,4,4,4,3,2,,W0539,43.67225069,-79.49351975,305306.919,4836699.823
5999,4154756,2017,2019,1976,PRIVATE,16,Don Valley East,35 WYNFORD HEIGHTS CRES,25,217,2019-11-06,86,Evaluation needs to be conducted in 3 years,20,5,5,5,2,3,3,4,4,4,4,4,5,5,4,5,5,5,4,5,5,N1629,43.72631889,-79.32622605,318784.766,4842721.124
6000,4154757,2017,2019,1973,PRIVATE,16,Don Valley East,45 WYNFORD HEIGHTS CRES,21,346,2019-11-06,84,Evaluation needs to be conducted in 2 years,20,5,5,5,3,4,4,4,3,4,4,4,5,4,4,5,5,5,4,3,4,N1629,43.72699021,-79.325552,318838.914,4842795.818
6001,4154758,2017,2019,1969,PRIVATE,16,Don Valley East,55 WYNFORD HEIGHTS CRES,21,344,2019-11-06,89,Evaluation needs to be conducted in 3 years,20,5,5,5,4,4,4,4,5,4,4,4,5,5,4,5,5,5,4,3,5,N1629,43.7273105,-79.32505086,318879.214,4842831.486
6002,4154759,2017,2019,1974,PRIVATE,16,Don Valley East,65 WYNFORD HEIGHTS CRES,21,327,2019-11-06,89,Evaluation needs to be conducted in 3 years,20,5,5,5,3,4,4,4,5,5,4,4,5,5,4,5,5,5,4,3,5,N1629,43.72831819,-79.32414178,318952.217,4842943.589
6003,4154303,2018,2019,1953,PRIVATE,5,York South-Weston,16 ARROWSMITH AVE,3,11,2019-11-06,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,,3,,,4,4,5,4,4,4,,4,4,,W0529,43.70437543,-79.47790989,306564.853,4840268.915
6004,4154710,2017,2019,1959,PRIVATE,18,Willowdale,292 FINCH AVE W,4,39,2019-11-06,80,Evaluation needs to be conducted in 2 years,17,5,3,3,5,5,5,,4,5,,3,3,5,3,5,5,3,3,3,,N1822,43.77467076,-79.44071359,309557.229,4848079.829
6005,4154711,2020,2019,1962,PRIVATE,18,Willowdale,296 FINCH AVE W,4,30,2019-11-06,72,Evaluation needs to be conducted in 2 years,18,5,3,5,5,3,5,,2,3,2,3,5,3,2,5,5,3,3,3,,N1822,43.77455881,-79.4412316,309515.538,4848067.363
